2023-07-31,N234AB,KBOI,U70,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Flew to Cascade for lunch on the lake,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-29,N567CD,KBOI,KMFR,BOI RDM MFR,,,,,,,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-22,N345GH,KBOI,KGTF,BOI HLN GTF,,,,,,,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,,0.7,0.3,,,,,0,1;VOR RWY 21;21;KLWS;,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,IFR practice to Great Falls holds over Helena,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-15,N234AB,KBOI,U70,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Quick flight to Cascade for breakfast,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-12,N891EF,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-08,N567CD,KBOI,KBZN,BOI BZN,,,,,,,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Summer trip to Bozeman for fly fishing,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-07-01,N234AB,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-06-24,N891EF,KBOI,KLWS,BOI LWS,,,,,,,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Gusty winds on departure smooth at altitude,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-06-17,N567CD,KBOI,KSFO,BOI RNO SFO,,,,,,,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Long XC to San Francisco marine layer cleared,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-06-10,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-06-07,N234AB,KBOI,KBOI,,,,,,,,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Sunset flight along the Snake River,,,,,,3,0,3,0,0,0,3,3,0,0,3
2023-06-03,N567CD,KBOI,KMSO,BOI MSO,,,,,,,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Mountain flying over the Bitterroots,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-05-30,N567CD,KBOI,KBZN,BOI BZN,,,,,,,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Memorial Day weekend trip to Montana,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-05-27,N234AB,KBOI,KSUN,BOI TWF SUN,,,,,,,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-05-20,N567CD,KBOI,KSMF,BOI RNO SMF,,,,,,,3.5,3.5,0.0,0.0,0.0,3.5,0.0,0.0,1.1,0.0,0.0,0.0,,0.8,0.3,,,,,0,1;RNAV (GPS) RWY 10R;10R;KBOI;,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,IFR to Sacramento practice in actual conditions,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-05-13,N891EF,KBOI,KBOI,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Pattern work maintaining currency,,,,,,4,0,4,0,0,0,4,4,0,0,4
2023-05-06,N234AB,KBOI,S67,,,,,,,,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Backcountry flying to Smiley Creek,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-05-01,N567CD,KBOI,KLWS,BOI LWS,,,,,,,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Short XC to Lewiston nice day,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-04-29,N567CD,KBOI,KPDX,BOI ONP PDX,,,,,,,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Dodged a rain shower on the way back,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-04-25,N567CD,KBOI,KBOI,,,,,,,,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,0.6,0.2,,,,,0,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Instrument proficiency check complete,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-04-22,N234AB,KBOI,KTWF,,,,,,,,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-04-15,N567CD,KBOI,KOGD,BOI TWF OGD,,,,,,,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-04-01,N234AB,KBOI,KMYL,BOI DNJ MYL,,,,,,,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Spring trip to McCall ice still on the lake,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-03-25,N234AB,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Perfect greaser landing finally!,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-03-18,N567CD,KBOI,KSLC,BOI TWF OGD SLC,,,,,,,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Long XC to Salt Lake smooth flight,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-03-11,N234AB,KBOI,KBOI,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Crosswind practice gusty spring winds,,,,,,5,0,5,0,0,0,5,5,0,0,5
2023-02-25,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Winter XC to Twin Falls clear skies,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-02-11,N567CD,KBOI,KSUN,BOI TWF SUN,,,,,,,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Flew skiers to Sun Valley bumpy over the pass,,,,,,1,0,1,0,0,0,1,1,0,0,1
2023-01-28,N234AB,KBOI,KBOI,,,,,,,,1.1,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Night currency calm clear winter night,,,,,,0,3,0,0,3,0,0,0,3,3,3
2023-01-14,N567CD,KBOI,KTWF,,,,,,,,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Cold start needed preheat,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-12-24,N234AB,KBOI,KBOI,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Christmas Eve flight sightseeing snow covered valley,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-12-17,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-12-10,N567CD,KBOI,KSLC,BOI TWF OGD SLC,,,,,,,3.1,3.1,0.0,0.0,0.0,3.1,0.0,0.0,1.2,0.0,0.0,0.0,,0.9,0.3,,,,,1,1;ILS RWY 34R;34R;KSLC;,1;RNAV (GPS) RWY 35;35;KOGD;,,,,,0.0,1.2,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR XC to SLC with instructor final IR prep,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-12-06,N567CD,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.9,0.0,0.0,0.0,,0.7,0.2,,,,,0,1;RNAV (GPS) RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Instrument checkride - passed! IR complete,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-12-03,N234AB,KBOI,KBOI,,,,,,,,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,1.0,,,,,2,1;ILS OR LOC RWY 10R;10R;KBOI;,1;RNAV (GPS) RWY 28L;28L;KBOI;,,,,,0.0,1.5,0.0,0.0,0.0,Sarah Chen,,,,,,,,Hood work holding patterns and approaches,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-11-30,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.6,,,,,0,1;RNAV (GPS) RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR practice under the hood to TWF,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-11-26,N567CD,KBOI,KPDX,BOI ONP PDX,,,,,,,3.2,3.2,0.0,0.0,0.0,3.2,0.0,0.0,1.1,0.0,0.0,0.0,,0.8,0.3,,,,,0,1;ILS RWY 28R;28R;KPDX;,,,,,,0.0,3.2,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR XC to Portland practice in actual IMC,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-11-19,N234AB,KBOI,KBOI,,,,,,,,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.9,,,,,1,1;VOR RWY 10R;10R;KBOI;,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,Simulated instrument approaches under the hood,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-11-12,N234AB,KBOI,KTWF,,,,,,,,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.9,0.0,0.0,0.0,,0.0,0.7,,,,,0,1;ILS RWY 25;25;KTWF;,,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR training XC to Twin Falls under the hood,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-11-08,N234AB,KBOI,KBOI,,,,,,,,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.9,,,,,1,1;RNAV (GPS) RWY 10R;10R;KBOI;,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,Approaches and missed approach procedures,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-11-05,N891EF,KBOI,KMYL,BOI DNJ MYL,,,,,,,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Scenic fall flight to McCall,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-10-29,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.8,,,,,1,1;RNAV (GPS) RWY 10R;10R;KBOI;,1;RNAV (GPS) RWY 28L;28L;KBOI;,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Instrument approaches under the hood,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-10-25,N891EF,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Quick flight to Gooding and back,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-10-22,N567CD,KBOI,KSEA,BOI LKT SEA,,,,,,,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0.0,1.2,0.0,0.0,0.0,,0.9,0.3,,,,,0,1;ILS RWY 16R;16R;KSEA;,,,,,,0.0,3.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR XC to Seattle low ceilings on arrival,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-10-15,N234AB,KBOI,KBOI,,,,,,,,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,1.0,,,,,2,1;ILS OR LOC RWY 10R;10R;KBOI;,1;VOR RWY 10R;10R;KBOI;,1;RNAV (GPS) RWY 28L;28L;KBOI;,,,,0.0,1.5,0.0,0.0,0.0,Sarah Chen,,,,,,,,Three approaches and holds IR training,,,,,,5,0,5,0,0,0,5,5,0,0,5
2022-10-08,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.9,0.0,0.0,0.0,,0.0,0.7,,,,,0,1;RNAV (GPS) RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Under the hood to TWF tracking VORs,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-10-04,N891EF,KBOI,U70,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Quick trip to Cascade for breakfast,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-10-01,N234AB,KBOI,KSUN,BOI TWF SUN,,,,,,,1.8,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,VFR to Sun Valley building XC time,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-09-27,N234AB,KBOI,KBOI,,,,,,,,1.1,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Night flight over the city beautiful lights,,,,,,0,3,0,0,3,0,0,0,3,3,3
2022-09-24,N567CD,KBOI,KRDM,BOI RDM,,,,,,,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,XC to Redmond over the high desert,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-09-17,N234AB,KBOI,KBOI,,,,,,,,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.9,,,,,1,1;ILS OR LOC RWY 10R;10R;KBOI;,1;RNAV (GPS) RWY 10R;10R;KBOI;,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,Instrument training partial panel work,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-09-13,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.6,,,,,0,1;ILS RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Instrument approach practice to TWF,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-09-10,N891EF,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Short XC to Gooding for the airshow,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-09-03,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.8,,,,,1,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Hood work with instructor holding patterns,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-08-30,N234AB,KBOI,KGNG,,,,,,,,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Short hop building hours,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-08-27,N567CD,KBOI,KBZN,BOI BZN,,,,,,,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,XC to Bozeman for a weekend trip,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-08-20,N234AB,KBOI,KBOI,,,,,,,,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.9,,,,,1,1;RNAV (GPS) RWY 28L;28L;KBOI;,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,Two approaches and a hold under the hood,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-08-16,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.8,,,,,1,1;RNAV (GPS) RWY 10R;10R;KBOI;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Instrument approaches in the pattern,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-08-13,N234AB,KBOI,KMYL,BOI DNJ MYL,,,,,,,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,First time to McCall gorgeous approach,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-08-06,N891EF,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Thermals over the lava fields rough ride,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-08-02,N891EF,KBOI,KLWS,BOI LWS,,,,,,,1.9,1.9,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,XC to Lewiston building PIC hours,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-07-30,N234AB,KBOI,KBOI,,,,,,,,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,0.0,1.0,,,,,1,1;ILS OR LOC RWY 10R;10R;KBOI;,1;VOR RWY 10R;10R;KBOI;,,,,,0.0,1.5,0.0,0.0,0.0,Sarah Chen,,,,,,,,Full approach sequence under the hood,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-07-23,N567CD,KBOI,KSLC,BOI TWF OGD SLC,,,,,,,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.8,0.3,,,,,0,1;ILS RWY 34R;34R;KSLC;,,,,,,0.0,3.0,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR XC to SLC with instructor,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-07-16,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Night XC city lights beautiful from 8500,,,,,,0,3,0,0,3,0,0,0,3,3,3
2022-07-12,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.8,,,,,1,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Holding pattern practice under the hood,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-07-09,N234AB,KBOI,KSUN,BOI TWF SUN,,,,,,,1.7,1.7,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Mountain flying practice density altitude 8500,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-07-05,N567CD,KBOI,KMSO,BOI MSO,,,,,,,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4th of July weekend trip to Missoula,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-07-02,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.8,0.0,0.0,0.0,,0.0,0.6,,,,,0,1;ILS RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,Hood work enroute to Twin Falls,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-06-28,N567CD,KBOI,KYKM,BOI YKM,,,,,,,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,XC to Yakima over the Blues,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-06-25,N891EF,KBOI,S67,,,,,,,,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Backcountry strip Smiley Creek short field ops,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-06-18,N234AB,KBOI,KBOI,,,,,,,,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,0.0,0.9,,,,,1,1;RNAV (GPS) RWY 10R;10R;KBOI;,1;ILS OR LOC RWY 10R;10R;KBOI;,,,,,0.0,1.4,0.0,0.0,0.0,Sarah Chen,,,,,,,,Approaches and tracking practice under hood,,,,,,4,0,4,0,0,0,4,4,0,0,4
2022-06-14,N234AB,KBOI,KBOI,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Flew over Craters of the Moon at 9500,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-06-11,N567CD,KBOI,KPDX,BOI ONP PDX,,,,,,,3.3,3.3,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,VFR to Portland beautiful day,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-06-07,N234AB,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.9,0.0,0.0,0.0,,0.0,0.7,,,,,0,1;ILS RWY 25;25;KTWF;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,IFR XC to TWF tracking radials,,,,,,1,0,1,0,0,0,1,1,0,0,1
2022-06-04,N234AB,KBOI,KBOI,,,,,,,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.8,,,,,1,1;VOR RWY 10R;10R;KBOI;,,,,,,0.0,1.3,0.0,0.0,0.0,Sarah Chen,,,,,,,,VOR approach and holding pattern practice,,,,,,3,0,3,0,0,0,3,3,0,0,3
2022-05-31,N891EF,KBOI,KTWF,,,,,,,,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Quick XC building hours in the Archer,,,,,,1,0,1,0,0,0,1,1,0,0,1
